teacher_id,district_id,account_creation_date,assignment_reports_viewed_fraction,student_reports_viewed_fraction,graded_open_response_fraction,open_response_comment_fraction
17,2049,2018-10-09 18:07:01.187000-04:00,0.59375,0.03272727272727273,0.0,0.0
132,2596,2018-10-18 16:47:27.392000-04:00,0.666666666666667,0.0,,
136,1116,2018-10-31 13:31:56.830000-04:00,0.531531531531532,0.0029336266960029336,0.0,0.0
137,1116,2018-10-31 13:34:00.625000-04:00,0.833333333333333,0.054673721340388,0.0,0.0342724368283474
149,1116,2018-11-01 08:46:51.799000-04:00,0.12727272727272698,0.002909090909090909,0.0,0.0
313,2049,2018-11-26 08:34:44.872000-05:00,0.444444444444444,0.0,0.0,0.6524822695035459
318,912,2018-12-03 18:53:18.385000-05:00,0.555555555555556,0.2701458173445894,0.0,0.364485981308411
337,762,2018-12-05 18:11:54.473000-05:00,1.0,1.0,,
457,494,2019-01-07 10:03:38.240000-05:00,0.666666666666667,0.0,0.0,0.0
459,494,2019-01-07 10:09:59.946000-05:00,0.9621621621621619,0.0030886627906976747,0.0,0.0
463,494,2019-01-07 10:11:30.334000-05:00,0.823529411764706,0.000931098696461825,0.0,0.0
465,494,2019-01-07 10:11:32.468000-05:00,0.0,0.0,,
469,494,2019-01-07 10:12:26.654000-05:00,0.969230769230769,0.0,0.00398061613014884,0.0
471,494,2019-01-07 10:12:39.164000-05:00,0.2,0.0,0.0,0.0
473,494,2019-01-07 10:13:09.800000-05:00,0.9047619047619051,0.005411255411255411,0.0,0.0
475,494,2019-01-07 10:14:43.524000-05:00,0.25,0.0,,
1131,654,2019-01-10 11:42:59.655000-05:00,0.8,0.0033333333333333327,0.0,0.0
1132,654,2019-01-10 11:43:15.704000-05:00,0.6896551724137929,0.0032362459546925572,0.0,0.0
1135,654,2019-01-10 11:46:02.582000-05:00,0.8888888888888891,0.0,0.0,0.0
1270,1307,2019-01-14 10:25:29.561000-05:00,0.701711491442543,0.04357873885770881,0.0,0.0
1271,1307,2019-01-14 10:25:30.671000-05:00,0.695652173913043,0.0010582010582010585,0.0,0.0
1859,494,2019-01-18 09:50:33.073000-05:00,0.375,0.0,0.0,0.0
2198,419,2019-01-26 18:55:04.370000-05:00,1.0,0.0392156862745098,0.0,0.00277777777777778
2515,1026,2019-01-30 09:42:56.691000-05:00,0.5625,0.049049265341400174,0.0,0.00456819664998912
2786,208,2019-02-07 09:08:08.553000-05:00,0.4,0.0125,0.0,0.0
2792,1297,2019-02-07 11:27:18.442000-05:00,0.668304668304668,0.0009407337723424273,0.0,0.0
2833,1456,2019-02-07 22:19:20.421000-05:00,0.7142857142857142,0.1642512077294686,0.0405727923627685,0.0405727923627685
2836,2250,2019-02-08 07:12:09.017000-05:00,0.14545454545454503,0.0,0.0079968012794882,0.0
2838,1013,2019-02-08 08:03:20.801000-05:00,0.625,0.0,0.0,0.0
2986,120,2019-02-12 11:47:56.519000-05:00,1.0,0.2391304347826087,0.0,0.125
2991,1365,2019-02-12 13:39:24.468000-05:00,0.818181818181818,0.0,0.0,0.0
3062,201,2019-02-14 11:12:22.365000-05:00,0.962962962962963,0.0233890214797136,0.0,0.00356164383561644
3187,1365,2019-02-19 08:10:27.039000-05:00,0.2,0.0,0.0,0.0
3275,1307,2019-02-20 15:18:42.539000-05:00,0.33333333333333304,0.0,0.0,0.0
3297,932,2019-02-21 08:56:32.302000-05:00,0.5714285714285711,0.0,0.0,0.0
3298,1978,2019-02-21 09:40:46.587000-05:00,0.36363636363636404,0.0,0.0,0.0
3403,1496,2019-02-22 14:58:39.361000-05:00,0.484375,0.01869391824526421,0.0,0.0
3416,1364,2019-02-25 10:36:09.222000-05:00,1.0,0.0,0.0,0.0
3562,1307,2019-02-27 18:34:27.382000-05:00,0.36,0.001851851851851852,0.0,0.0036385688295936898
3564,1307,2019-02-27 18:49:23.769000-05:00,0.4,0.0,0.0,0.0
3639,1319,2019-02-28 10:37:30.276000-05:00,0.7528089887640451,0.06446776611694154,0.0,0.000424268137462877
4151,1072,2019-03-12 10:57:00.318000-04:00,0.647058823529412,0.0049382716049382715,0.0,0.0
4286,1361,2019-03-13 15:14:49.564000-04:00,0.4221105527638189,0.0,0.0,0.0
4287,1361,2019-03-13 15:14:54.242000-04:00,0.792899408284024,0.0,0.0,0.0
4297,2363,2019-03-14 09:28:47.371000-04:00,0.9555555555555559,0.0,0.0,0.0
4350,1319,2019-03-14 12:13:57.356000-04:00,0.19784172661870497,0.0004206393718452047,0.0,0.0
4387,1361,2019-03-14 20:23:03.672000-04:00,0.0434782608695652,0.0,,
4393,2065,2019-03-15 10:01:11.615000-04:00,0.625,0.3465346534653465,0.0,0.00432900432900433
4408,1632,2019-03-15 16:36:32.272000-04:00,0.8,0.02803738317757009,0.0,0.0142857142857143
4416,806,2019-03-18 08:35:04.321000-04:00,1.0,0.2280701754385965,0.0,0.5
4498,1297,2019-03-18 10:30:46.245000-04:00,1.0,0.0,,
4619,1999,2019-03-18 20:28:30.398000-04:00,0.42857142857142894,0.0,0.0,0.0
4623,2545,2019-03-19 08:00:25.549000-04:00,0.1875,0.0,0.0,0.0
4761,791,2019-03-19 14:43:10.078000-04:00,0.45454545454545503,0.1057471264367816,0.0,0.027681660899653997
4766,2509,2019-03-19 16:13:05.117000-04:00,0.75,0.010869565217391304,0.0,0.0
4772,2286,2019-03-20 07:40:53.135000-04:00,0.263888888888889,0.0,0.0,0.0
4803,2509,2019-03-20 12:36:25.206000-04:00,1.0,0.2707360861759425,0.0,0.508583690987124
4865,2301,2019-03-21 09:50:38.816000-04:00,0.51219512195122,0.06521739130434782,0.0,0.00949367088607595
4990,1401,2019-03-21 18:55:56.799000-04:00,0.615384615384615,0.0,0.0,0.0
5033,571,2019-03-22 10:58:22.196000-04:00,0.258064516129032,0.00021963540522732262,0.0,0.0
5079,1494,2019-03-22 16:07:01.990000-04:00,0.33333333333333304,0.0023809523809523807,0.0,0.0
5090,120,2019-03-24 21:59:01.962000-04:00,0.4,0.0,0.0,0.0
5184,1373,2019-03-26 08:23:32.848000-04:00,0.6893939393939389,0.0,0.0,0.0
5439,2337,2019-03-28 10:23:12.208000-04:00,0.0,0.0,,
5485,977,2019-03-29 11:02:43.022000-04:00,0.62962962962963,0.0,0.0901287553648069,0.0
5500,1344,2019-03-29 11:17:07.133000-04:00,0.9722222222222221,0.0010822510822510825,,
5637,1860,2019-03-31 15:43:30.959000-04:00,1.0,0.0,,
5640,1377,2019-03-31 20:18:44.097000-04:00,0.666666666666667,0.03597122302158273,0.0,0.0
5703,161,2019-04-02 00:50:41.872000-04:00,0.15625,0.0,0.0,0.0
5705,901,2019-04-02 08:27:57.226000-04:00,0.0,0.0,0.0833333333333333,0.0
5753,1845,2019-04-02 12:50:27.614000-04:00,0.28571428571428603,0.0,0.0,0.0
5755,1845,2019-04-02 12:58:19.763000-04:00,0.315508021390374,0.002875333744095297,0.0100998765570643,0.0
5840,685,2019-04-03 12:01:40.910000-04:00,1.0,0.0,0.0,0.0
5857,1072,2019-04-03 14:32:52.574000-04:00,0.612244897959184,0.004646840148698885,0.0,0.0
6110,1496,2019-04-05 09:54:09.646000-04:00,0.43181818181818205,0.03497757847533632,0.0,0.0
6510,1430,2019-04-09 08:55:34.973000-04:00,1.0,0.0,,
6556,627,2019-04-09 10:51:11.895000-04:00,0.729651162790698,0.09255709950487144,0.0,0.0929015146227403
6834,1072,2019-04-11 12:21:56.018000-04:00,1.0,0.08089887640449438,0.0,0.0
6836,2557,2019-04-11 13:52:50.483000-04:00,1.0,0.16666666666666666,0.0,0.0888888888888889
6840,120,2019-04-11 17:26:08.107000-04:00,0.5,0.015625,0.0,0.0062111801242236
6914,734,2019-04-15 16:43:30.642000-04:00,0.7222222222222221,0.003584229390681004,0.0,0.0
6962,2550,2019-04-16 10:52:20.708000-04:00,0.794871794871795,0.2736156351791531,0.0,0.474285714285714
7154,571,2019-04-17 11:33:14.815000-04:00,0.7894736842105259,0.0,,
7175,24,2019-04-17 14:12:47.101000-04:00,1.0,0.00964630225080386,0.0,0.0
7218,2306,2019-04-18 10:44:09.691000-04:00,0.555555555555556,0.0603448275862069,0.0,0.0
7296,1374,2019-04-21 14:42:56.660000-04:00,0.666666666666667,0.0,0.0,0.0
7297,450,2019-04-21 21:00:16.944000-04:00,0.545454545454545,0.0,0.0,0.0
7545,2047,2019-04-22 20:10:23.223000-04:00,0.866666666666667,0.3488943488943489,0.0,0.23505976095617498
7578,2047,2019-04-23 09:54:41.484000-04:00,0.6923076923076921,0.4694444444444445,0.0981754995655951,0.00868809730668984
7792,1047,2019-04-24 13:16:17.607000-04:00,0.5,0.0,0.0,0.0
7972,734,2019-04-27 23:29:32.885000-04:00,0.7777777777777779,0.23622782446311855,0.0,0.5467836257309939
8271,209,2019-05-01 17:36:38.620000-04:00,0.4375,0.011363636363636364,0.233898305084746,0.0
8275,502,2019-05-02 08:38:49.928000-04:00,0.0,0.0,0.0,0.0
8609,1441,2019-05-05 11:17:49.134000-04:00,0.816326530612245,0.0728476821192053,0.0,0.0
8692,1368,2019-05-06 15:19:07.420000-04:00,0.666666666666667,0.029411764705882356,,
8703,2540,2019-05-07 02:19:35.172000-04:00,1.0,0.0,0.0,0.0
8714,2545,2019-05-07 11:40:56.438000-04:00,1.0,0.0,,
8740,1303,2019-05-07 14:15:30.711000-04:00,0.17391304347826098,0.0,,
8753,209,2019-05-07 17:18:35.633000-04:00,0.5,0.0,0.0,0.0
8878,502,2019-05-09 14:30:28.238000-04:00,0.5,0.1108490566037736,0.0,0.0015649452269170599
8882,1358,2019-05-09 15:40:20.468000-04:00,0.32142857142857106,0.0,0.0,0.0
8974,520,2019-05-10 10:29:28.392000-04:00,0.666666666666667,0.0,0.0,0.0
9195,1335,2019-05-14 09:07:24.921000-04:00,0.0526315789473684,0.0,0.0,0.0
9301,878,2019-05-16 14:37:35.802000-04:00,1.0,0.0,,
9305,988,2019-05-16 15:36:49.895000-04:00,1.0,0.0,0.0,0.0
9314,1541,2019-05-17 07:58:54.839000-04:00,1.0,0.0,,
9343,741,2019-05-20 15:31:08.504000-04:00,0.5798611111111109,0.00030289262456459186,0.00342368045649073,0.0
9350,2159,2019-05-21 11:24:45.727000-04:00,0.9787234042553191,0.03128911138923655,0.0,0.0
9513,111,2019-05-26 12:12:18.638000-04:00,0.653846153846154,0.021897810218978103,0.0226904376012966,0.0
9520,954,2019-05-28 09:10:12.198000-04:00,0.857142857142857,0.006696428571428571,,
9526,850,2019-05-28 11:27:13.364000-04:00,0.0,0.0,0.0,0.0
9543,826,2019-05-28 12:43:20.907000-04:00,0.666666666666667,0.0,0.0,0.0
9550,1521,2019-05-28 15:33:32.303000-04:00,0.6165413533834591,0.0008762322015334064,0.0,0.0
9563,1184,2019-05-28 17:10:38.537000-04:00,0.8888888888888891,0.2620320855614973,0.0,0.20807453416149102
9577,1462,2019-05-29 11:23:57.634000-04:00,1.0,0.0,0.0,0.0
9583,1359,2019-05-29 13:24:22.365000-04:00,0.564102564102564,0.0012853470437017994,0.0710571923743501,0.0
9586,1845,2019-05-29 13:57:06.963000-04:00,1.0,0.03423967774420947,0.0276872964169381,0.0
9587,1845,2019-05-29 13:59:30.238000-04:00,0.0,0.0,0.0,0.0
9626,106,2019-05-30 13:52:40.490000-04:00,0.666666666666667,0.0,0.0,0.0
9631,649,2019-05-30 14:46:35.252000-04:00,0.0,0.0,0.0,0.0
9651,1521,2019-06-02 11:20:06.358000-04:00,0.9487179487179491,0.023162134944612285,0.0,0.0
9658,2082,2019-06-02 20:42:04.958000-04:00,0.166666666666667,0.0,0.0,0.0
9699,520,2019-06-03 14:05:49.216000-04:00,0.708333333333333,0.007716049382716048,0.0,0.0
9700,520,2019-06-03 14:06:02.967000-04:00,0.188679245283019,0.004329004329004329,0.0,0.00130378096479791
9708,536,2019-06-03 14:07:33.185000-04:00,0.5,0.006097560975609756,0.0,0.0
9714,536,2019-06-03 14:09:28.721000-04:00,0.666666666666667,0.005291005291005291,0.0,0.0
9724,2323,2019-06-04 00:36:01.246000-04:00,1.0,0.5922865013774105,0.0,0.000860585197934596
9728,835,2019-06-04 09:53:40.628000-04:00,0.108108108108108,0.0,0.0155068078668684,0.0
9735,177,2019-06-04 12:14:42.710000-04:00,1.0,0.17772511848341233,0.0,0.0
9740,1834,2019-06-04 14:12:27.219000-04:00,0.75,0.0,,
9758,1049,2019-06-05 08:56:50.325000-04:00,1.0,1.0,0.0,0.28571428571428603
9766,1350,2019-06-05 10:43:50.383000-04:00,0.307692307692308,0.0,0.0,0.0
9773,1830,2019-06-06 09:29:33.087000-04:00,0.761061946902655,0.006339673006339672,0.0,0.0
9789,1414,2019-06-07 08:55:27.608000-04:00,1.0,0.004848484848484849,,
9797,1269,2019-06-07 14:08:21.699000-04:00,0.647058823529412,0.1737704918032787,0.0,0.0881971465629053
9804,1021,2019-06-08 15:44:36.655000-04:00,0.0,0.0,,
9808,2254,2019-06-09 11:06:43.523000-04:00,0.9375,0.009523809523809523,0.0,0.0
9815,928,2019-06-10 10:29:13.277000-04:00,0.5,0.0,0.0,0.0
9817,2607,2019-06-10 13:01:04.812000-04:00,0.25,0.01092896174863388,0.0,0.0
9825,1363,2019-06-10 19:09:43.753000-04:00,0.80952380952381,0.006574141709276843,0.009859885832900879,0.000518941359626362
9826,2003,2019-06-10 19:49:42.434000-04:00,0.0,0.0,0.0,0.0
9861,1332,2019-06-11 14:24:49.769000-04:00,0.6914893617021279,0.0010416666666666669,,
9863,111,2019-06-11 17:47:49.546000-04:00,1.0,0.09836065573770493,0.0,0.0970873786407767
9865,2250,2019-06-12 07:50:11.450000-04:00,0.944444444444444,0.0,0.0,0.0
9914,2581,2019-06-12 13:32:57.721000-04:00,0.58695652173913,0.08631319358816276,0.0,0.00358851674641148
9919,2581,2019-06-12 14:04:34.806000-04:00,0.565217391304348,0.0,0.0,0.0
9924,111,2019-06-12 15:45:13.380000-04:00,0.56,0.0,0.0,0.0
9925,111,2019-06-12 15:48:19.460000-04:00,0.8947368421052628,0.2431372549019608,0.0,0.0641509433962264
9958,1245,2019-06-13 10:38:35.449000-04:00,1.0,0.35911602209944754,0.0,0.11702127659574499
9959,111,2019-06-13 11:36:58.927000-04:00,0.953488372093023,0.02458366375892149,0.0,0.00419412822049131
9960,111,2019-06-13 11:37:13.113000-04:00,0.704545454545455,0.1872037914691943,0.0,0.31890660592255105
9962,111,2019-06-13 11:37:20.018000-04:00,0.8035714285714292,0.06616300366300366,0.0393297327239994,0.0498545907769007
9963,111,2019-06-13 11:37:21.037000-04:00,0.8,0.03333333333333333,0.0,0.0
9964,111,2019-06-13 11:37:23.440000-04:00,1.0,0.231629392971246,0.0,0.407960199004975
9966,111,2019-06-13 11:38:09.260000-04:00,0.367052023121387,0.00010137875101378753,0.0,0.0
9967,111,2019-06-13 11:38:47.132000-04:00,0.7142857142857142,0.0,0.0,0.0
9968,111,2019-06-13 11:39:07.003000-04:00,0.7782909930715941,0.06443337860268597,0.0,0.0
9969,111,2019-06-13 11:39:27.548000-04:00,0.7142857142857142,0.025974025974025976,0.0,0.0
9970,111,2019-06-13 11:40:23.806000-04:00,0.48235294117647104,0.008724100327153763,0.0,0.0
9971,111,2019-06-13 11:41:25.052000-04:00,0.607594936708861,0.09525939177101968,0.0,0.19505494505494503
9978,111,2019-06-13 11:42:12.007000-04:00,0.5,0.0,0.0,0.0
9979,111,2019-06-13 11:42:12.114000-04:00,0.9777777777777779,0.46875,0.0344569288389513,0.048689138576779
9981,111,2019-06-13 11:42:18.726000-04:00,0.166666666666667,0.008196721311475409,0.0,0.0
9982,111,2019-06-13 11:42:21.851000-04:00,1.0,0.21428571428571427,0.0,0.0576923076923077
9989,111,2019-06-13 11:43:21.229000-04:00,0.96551724137931,0.3770114942528736,0.0,0.25390625
9991,111,2019-06-13 11:43:24.430000-04:00,0.0,0.0,0.0,0.0
9993,111,2019-06-13 11:44:10.693000-04:00,0.88659793814433,0.1906064751481988,0.00977198697068404,0.267100977198697
9997,111,2019-06-13 11:44:39.961000-04:00,0.75,0.0,,
10000,111,2019-06-13 11:45:04.851000-04:00,0.5735294117647061,0.0005934718100890207,0.0,0.0
10006,111,2019-06-13 11:45:34.493000-04:00,0.125,0.0,0.0,0.0
10008,111,2019-06-13 11:46:26.501000-04:00,0.509881422924901,0.026887417218543045,0.0,0.0
10010,111,2019-06-13 11:47:32.388000-04:00,1.0,0.37142857142857133,0.0,0.29032258064516103
10011,111,2019-06-13 11:50:43.683000-04:00,0.607594936708861,0.07756232686980609,0.0,0.166666666666667
10013,111,2019-06-13 11:51:02.474000-04:00,1.0,0.3541666666666667,0.0,0.0
10020,1516,2019-06-13 12:06:12.670000-04:00,0.666666666666667,0.0,0.0,0.0
10021,111,2019-06-13 12:06:48.761000-04:00,1.0,0.6666666666666666,0.0,0.2
10022,1220,2019-06-13 12:17:17.954000-04:00,0.5,0.0,0.0,0.0
10028,1134,2019-06-13 14:55:28.656000-04:00,0.375,0.1111111111111111,0.0,0.0909090909090909
